Дата счета,ID Счета,ID позиции счета,ID заявки,Наименование позиции в счете,Наименование позиции в заявке,Кол-во позиций в счете,Стоимость позиции
2021-10-26 12:14:51.411,54472,274165,30888,"Кабель HDMI - HDMI, 1.5м, Telecom TCG220-1.5M кабель HDMI (M) - HDMI (M), v2.0, 1.5 м","Кабель ​ HDMI - HDMI Cable, 1.5 м",2.0,914.0
2021-10-26 13:54:54.673,54513,274309,30863,"Баннер ""Паспорт объекта"" размер 3*4 м",Паспорт обьекта,1.0,3360.0
2021-10-26 13:54:54.673,54513,274310,30863,"Баннеры на ограждения 1,4*2,5м",Банер на забор,170.0,66640.0
2021-10-26 13:54:54.673,54513,274311,31545,"Флаг 1,5*1,0","Флаг 1,5*1,0",6.0,12000.0
2021-10-26 17:07:09.614,54597,274724,31106,"Wi-Fi точка доступа Ubiquiti UniFi nanoHD (5 шт) Wi-Fi точка доступа, 2.4/5 ГГц, стандарт Wi-Fi: 802.11ac, максимальная скорость: 1733 Мбит/с, 1000 Мбит/с",Wi-Fi точка доступа Ubiquiti UniFi AC LR,1.0,65232.0
2021-10-26 17:07:09.614,54597,274725,31106,"Коммутатор (свитч) HPE JL684A Instant On 1930 24G 4SFP+ 370W 24 порта Ethernet 1 Гбит/с, 4 uplink/стек/SFP (до 10 Гбит/с), поддержка PoE/PoE+ (370 Вт), установка в стойку, 256 МБ встроенная память, 512 МБ RAM, размеры 442.50 x 43.90 x 264.70 мм, вес 3.67 кг",DES-1024D Неуправляемый коммутатор с 24 портами 10/100Base-TX,1.0,41122.0
2021-10-26 17:07:09.614,54597,274726,31106,"Коммутатор (свитч) HPE JL682A Instant On 1930 24G 4SFP 24 порта Ethernet 1 Гбит/с, 4 uplink/стек/SFP (до 10 Гбит/сек), установка в стойку, 256 МБ встроенная память, 512 МБ RAM, размеры 442.50 x 43.90 x 221.50 мм, вес 2.41 кг",DES-1024D Неуправляемый коммутатор с 24 портами 10/100Base-TX,1.0,17612.0
2021-10-26 17:07:09.614,54597,274727,31106,"Кабель NEOMAX UTP 5e, 305м (NM11001) сетевой кабель (бухта), 305м, UTP 5e, медь, 4 пары (одножильный), 25AWG/0.45мм, PVC",UTP 4 пары cat 5E solid CCA (305 м),6.0,47358.0
2021-10-26 17:07:09.614,54597,274728,31106,"Коннекторы NEOMAX P88RB03V2I коннекторы RJ45 неэкранированные (UTP) под одножильный кабель (с вставкой), категория 5, 100 шт.",Коннектор RJ 45 ,100.0,496.0
2021-10-26 17:07:09.614,54597,274729,31106,"ИБП APC BX1600MI-GR Back-UPS 1600VA 900W 1-фазное входное напряжение, выходная мощность 1600 ВА / 900 Вт, 0.6 мин работы при полной нагрузке, 6.1 мин работы при половинной нагрузке, выходных разъемов: 4, разъемов с питанием от батареи: 4, интерфейсы: USB, Ethernet 10/100, время зарядки 8 ч",Инжектор PoE Ubiquiti POE-24-12W-G,1.0,18783.0
2021-10-26 17:33:18.004,54609,274881,31464,"Настольный компьютер HP ProDesk 400 G6 DM (1C6Y8EA#ABC) Intel Core i5 10500T, 2300 МГц, 8 Гб, без HDD, 256 Гб SSD, Intel UHD Graphics 630, 1000 Мбит/с, Windows 10 Professional (64 bit), клавиатура, мышь","Комплект компьютера (монитор, мышка, клавиатура, системный блок i5).",3.0,160434.0
2021-10-26 17:33:18.004,54609,274882,31464,"Монитор Samsung 24"" S24D300H 24"", TN, 1920x1080 (Full HD), 2 мс, 250 кд/м2, 170°/160°, VGA, HDMI, чёрный","Комплект компьютера (монитор, мышка, клавиатура, системный блок i5).",0.0,38934.0
2021-10-27 09:16:46.531,54651,275052,31617,"Оплата за выполнение работ по техническому обслуживанию и ремонту лифтов, расположенных на Объекте: «Реконструкция здания Института экспериментальной кардиологии (строения 2, 6, 7, 8), второй пусковой комплекс» федерального государственного бюджетного учреждения «Национальный медицинский исследовательский центр кардиологии» Министерства здравоохранения Российской Федерации. 1 этап: Реконструкция строения № 7 по адресу: г. Москва, 3-я Черепковская ул., дом 15А, строение 7 согласно договора № 14 от 18.10.21г. в октябре 2021г","Оплата за выполнение работ по техническому обслуживанию и ремонту лифтов, расположенных на Объекте: «Реконструкция здания Института экспериментальной кардиологии (строения 2, 6, 7, 8), второй пусковой комплекс» федерального государственного бюджетного учреждения «Национальный медицинский исследовательский центр кардиологии» Министерства здравоохранения Российской Федерации. 1 этап: Реконструкция строения № 7 по адресу: г. Москва, 3-я Черепковская ул., дом 15А, строение 7 согласно договора № 14 от 18.10.21г. в октябре 2021г",2.0,19354.84
2021-10-27 12:19:11.802,54714,275321,31335,"Контроллер линии С2000-КДЛ-2И двухпроводной, адресный, с гальванической изоляцией 625-306-569 (Болид)","Контроллер адресной двухпроводной подсистемы, С2000-КДЛ-2И",12.0,36321.12
2021-10-27 12:19:11.802,54714,275322,31335,Пульт контроля и управления охранно-пожарный С2000М 110-058-274 (Болид),пульт контроля и управления с2000м,1.0,6549.4
2021-10-27 12:19:11.802,54714,275323,31335,"С-2000-ИК исп.03, Извещатель объёмный оптико-электронный адресный (Болид)","Извещатель охранный объемный адресный,С2000-ИК ИСП.03",141.0,128795.04
2021-10-27 12:19:11.802,54714,275324,31335,"С-2000-СМК Эстет, извещатель магнитоконтактный адресный, питание по линии от С2000-КДЛ (Болид)","Извещатель охранный магнитоконтактный адресный,С2000-СМК Эстет",196.0,87964.8
2021-10-27 12:19:11.802,54714,275325,31335,Кнопка тревожная С2000-КТ адресная 223-441-756 (Болид),"Кнопка тревожная адресная,С2000-КТ",5.0,2904.0
2021-10-27 12:19:11.802,54714,275326,31335,Блок разветвительно-изолирующий БРИЗ навесной 129-177-867 (Болид),Блок разветвительно-изолирующий БРИЗ ,20.0,7761.6
2021-10-27 12:19:11.802,54714,275327,31335,"Контрольно-пусковой блок С2000-КПБ 6 контроллируемых входов, 12/24 В 94-615-972 (Болид)","Контрольно-пусковой блок,С2000-КПБ",1.0,2758.8
2021-10-27 12:19:11.802,54714,275328,31335,"РИП-12 (исп. 06), Рез. ист. пит., 12В, 6А (10 мин-8А), свет.и звук. индик. реж., возм. уст. 2-х акб по 26 или 40 А*ч, защита от переразряда. под замок (Болид)","Блок питания, РИП-12",12.0,84221.28
2021-10-27 12:19:11.802,54714,275329,31335,"С2000-СТ исп.03, Извещатель охранный поверхностный звуковой адресный. (Болид)","Извещатель охранный поверхностный звуковой адресный,С2000-СТ",153.0,116732.88
2021-10-27 12:19:11.802,54714,275330,31335,"Свирель-2 исп.03, светозвуковой оповещатель, уличный, звуковой 12В, 300 мА, 100 дБ; световой 12(24)В, 50 мА (Радий)","Оповещатель охранно-пожарный звуковой,«Свирель-2»",1.0,1157.61
2021-10-27 12:19:11.802,54714,275331,31335,"Батарея аккумуляторная HRL 12-26 X 12 В, 26 Ач (Delta)",АКБ 17 а/ч Delta,12.0,87930.72
2021-10-27 12:42:53.017,54716,275346,31585,Стул UA_EChair Rio (ИЗО) хром к/з чёрный V-14/PV-1,"Стул для персонала и посетителей BRABIX ""Iso CF-001"", хромированный каркас, кожзам серый, 531426",12.0,27113.33
2021-10-27 12:42:53.017,54716,275347,31585,Вешалка TI_напольная СС N3 черная,Напольная вешалка Nika ВК5 черный,10.0,18065.16
2021-10-27 12:42:53.017,54716,275348,31585,"Корзина офисная 10л пластик, черная Attache",Ведро мусорное офисное 10-15 л,20.0,1932.0
2021-10-27 14:04:08.298,54739,275441,31025,"Щит механизации ЩМ- РУСП-100-6x1 П-2хЗП-1Р54 (ВВ-100А с 1 УЗО, 6 воз. 1P+N+PE 16А. 2 РОЗ. 3P+PE+N32A)","Щит механизации ЩМ-РУСП-100-6х1П-2х3П-IP54 (ВВ-100А с УЗО, 6 роз. 1Р+N+РЕ 16A, 2 роз. 3Р+N+РЕ 32А)",10.0,143000.0
2021-10-27 16:21:37.282,54789,275608,31638,"Кофемашина Philips EP2231/40, 230Вт, контейнер 275г",Кофемашина Philips EP2231/40 1047036,1.0,38866.25
2021-10-27 16:21:37.282,54789,275609,31638,Чайник Vitek VT-7008,Чайник Vitek VT-7008  749519,1.0,1524.56
2021-10-27 16:21:37.282,54789,275610,31638,"Гриль электрический BRAYER BR2001, 2000 Вт, съем двухс",Электрогриль Brayer BR2001 1353400,1.0,8866.52
2021-10-27 16:21:37.282,54789,275611,31638,Микроволновая печь Starwind SMW2620 20л. 700Вт белый,Микроволновая печь Starwind SMW2620 1259559,1.0,4964.86
2021-10-27 16:21:37.282,54789,275612,31638,"Холодильник STINOL STN 185, 333л, морозильник внизу, двухкамер",Уценка. Холодильник двухкамерный Stinol Stn 185. уц_тех 1399448,1.0,26960.64
2021-10-27 18:58:53.611,54831,275747,31689,Каска защитная СОМЗ-55 Favori®T Trek® RAPID (цв.синий),Каска защитная COM3-55 FavoriT Trek RAPID синяя,20.0,3936.0
2021-10-27 18:58:53.611,54831,275748,31689,Каска защитная СОМЗ-55 Favori®T Trek® RAPID (цв.оранжевый),Каска защитная СОМ3-55 Favorit Trek RAPID оранжевая,150.0,29520.0
2021-10-27 18:58:53.611,54831,275749,31689,Каска защитная СОМЗ-55 Favori®T Trek® RAPID (цв.белый),Каска СОМ3-55 FavoriT RAPID белая 75717,20.0,3936.0
2021-10-27 18:58:53.611,54831,275750,31689,Жилет сигнальный с СОП (оранж.) р. XXL-XXXL,"Жилет сигнальный оранжевый, размер XXL",150.0,24000.0
2021-10-27 18:58:53.611,54831,275751,31689,"Жилет сигнальный ""Рефлект"" с СВП (лимонный) р. 56-58","Жилет сигнальный ""Спектр Лайт1"" (лимонный(112-116)",20.0,4725.0
2021-10-27 18:58:53.611,54831,275752,31689,Брендирование (нанесение логотипа спина),"Жилет сигнальный оранжевый, размер XXL",0.0,10500.0
2021-10-27 18:58:53.611,54831,275754,31689,Брендирование (нанесение логотипа спина),"Жилет сигнальный ""Спектр Лайт1"" (лимонный(112-116)",0.0,1400.0
2021-10-28 12:22:58.275,54927,276084,31337,FX808392 Пожарная контрольная панель FlexEs Control FX2 (ESSER),Пожарная контрольная панель. Flex ES FX2,1.0,136240.26
2021-10-28 12:22:58.275,54927,276085,31337,FX808324.19 Пульт управления с QVGA-дисплеем для панелей FlexEs Control Honeywell (Honeywell),Пульт управления для панелиFlexES. Honeywell FX808324,1.0,65240.21
2021-10-28 12:22:58.275,54927,276086,31337,"FX808341, Микромодуль ESSERNET для КП FlexEs Control, 500 kBd, до 31 абонента в сети, макс. расстояние между соседними абонентами - 1000м. (ESSER)",Микромодуль ESSERNET для КП FlexEs. Control Honeywell FX808341,1.0,29533.15
2021-10-28 12:22:58.275,54927,276087,31337,"018011, Аккумулятор 12В/12Ач (ESSER)",Аккумуляторная батарея 12В/ 12Ач. Honeywell 018011,2.0,8648.44
2021-10-28 13:53:12.430,54950,276191,31750,"Оплата аванса по договору № д-31-21 от 20 октября 2021 г, за разработку проектной документации на время строительства Объекта «Реконструкция здания Института экспериментальной кардиологии (строения 2, 6, 7, 8), второй пусковой комплекс» федерального государственного бюджетного учреждения «Национальный медицинский исследовательский центр кардиологии» Министерства здравоохранения Российской Федерации.1 этап: Реконструкция строения № 7 по адресу: 121552, г. Москва, 3-я Черепковская ул., 15А","Оплата аванса по договору № д-31-21 от 20 октября 2021 г, за разработку проектной документации на время строительства Объекта «Реконструкция здания Института экспериментальной кардиологии (строения 2, 6, 7, 8), второй пусковой комплекс» федерального государственного бюджетного учреждения «Национальный медицинский исследовательский центр кардиологии» Министерства здравоохранения Российской Федерации.1 этап: Реконструкция строения № 7 по адресу: 121552, г. Москва, 3-я Черепковская ул., 15А",1.0,140000.0
